FDC_ID,Item,Category,Calories,Protein,Carbohydrate,Total fat,Cholesterol,Fiber,Water,Alcohol,Vitamin C,Health Category
174250,"Mollusks, oyster, Pacific, cooked, moist heat",Finfish and Shellfish Products,163.0,18.9,9.9,4.6,100.0 mg,0.0,64.12 g,0.0 g,12.8 mg,Balanced
175023,"Pie crust, standard-type, dry mix, prepared, baked",Baked Products,501.0,6.7,50.4,30.4,0.0 mg,1.8,10.6 g,,0.0 mg,Indulgent
168949,"Rice and vermicelli mix, beef flavor, unprepared","Meals, Entrees, and Side Dishes",359.0,10.84,76.02,1.27,0.0 mg,1.6,8.27 g,0.0 g,1.9 mg,Indulgent
168719,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,224.0,20.59,0.0,15.04,80.0 mg,0.0,63.95 g,0.0 g,0.0 mg,Indulgent
171827,"Sauce, barbecue, SWEET BABY RAY'S, original","Soups, Sauces, and Gravies",192.0,0.95,46.08,0.43,,1.3,50.14 g,,1.4 mg,Indulgent
171529,"Turkey, retail parts, breast, meat and skin, cooked, roasted",Poultry Products,164.0,29.01,0.05,5.33,79.0 mg,0.0,64.59 g,0.0 g,0.0 mg,Balanced
171594,"Soup, vegetable soup, condensed, low sodium, prepared with equal volume water","Soups, Sauces, and Gravies",33.0,1.1,6.06,0.45,0.0 mg,1.1,91.35 g,0.0 g,0.4 mg,Indulgent
173720,"Mollusks, conch, baked or broiled",Finfish and Shellfish Products,130.0,26.3,1.7,1.2,65.0 mg,0.0,69.4 g,0.0 g,0.0 mg,Nourishing
171962,"Fish, grouper, mixed species, raw",Finfish and Shellfish Products,92.0,19.38,0.0,1.02,37.0 mg,0.0,79.22 g,0.0 g,0.0 mg,Nourishing
171653,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ",Breakfast Cereals,372.0,26.55,58.11,7.78,0.0 mg,10.2,3.4 g,0.0 g,5.5 mg,Indulgent
173560,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, ready-to-feed",Baby Foods,66.0,1.36,6.77,3.7,2.0 mg,0.0,87.79 g,0.0 g,5.9 mg,Indulgent
168331,"Pork, cured, ham with natural juices, spiral slice, meat only, boneless, separable lean only, heated, roasted",Pork Products,126.0,22.56,1.08,3.78,63.0 mg,0.0,69.47 g,0.0 g,0.0 mg,Nourishing
171118,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",Poultry Products,193.0,24.09,0.0,10.74,128.0 mg,0.0,64.35 g,0.0 g,0.0 mg,Balanced
174355,"Lamb, variety meats and by-products, kidneys, cooked, braised","Lamb, Veal, and Game Products",137.0,23.65,0.99,3.62,565.0 mg,0.0,70.45 g,,12.0 mg,Nourishing
167579,"Candies, fudge, vanilla, prepared-from-recipe",Sweets,383.0,1.05,82.15,5.45,15.0 mg,0.0,10.85 g,0.0 g,0.0 mg,Indulgent
168383,"Canadian bacon, cooked, pan-fried",Pork Products,146.0,28.31,1.8,2.78,67.0 mg,0.0,62.5 g,0.0 g,0.0 mg,Nourishing
171921,"Carbonated beverage, chocolate-flavored soda",Beverages,42.0,0.0,10.7,0.0,0.0 mg,0.0,89.2 g,0.0 g,0.0 mg,Indulgent
173942,"Apricots, dried, sulfured, stewed, without added sugar",Fruits and Fruit Juices,85.0,1.2,22.15,0.18,0.0 mg,2.6,75.56 g,0.0 g,0.3 mg,Balanced
170850,"Cheese, provolone",Dairy and Egg Products,351.0,25.58,2.14,26.62,69.0 mg,0.0,40.95 g,0.0 g,0.0 mg,Indulgent
172236,"Vanilla extract, imitation, no alcohol",Spices and Herbs,56.0,0.03,14.4,0.0,0.0 mg,0.0,85.58 g,0.0 g,0.0 mg,Indulgent
170497,"Peppers, hot chili, green, raw",Vegetables and Vegetable Products,40.0,2.0,9.46,0.2,0.0 mg,1.5,87.74 g,0.0 g,242.5 mg,Indulgent
173524,"Infant formula, MEAD JOHNSON, Enfamil Reguline, ready to feed, with ARA and DHA",Baby Foods,68.0,1.51,7.6,3.5,2.0 mg,,87.0 g,,7.9 mg,Balanced
173430,"Butter, without salt",Dairy and Egg Products,717.0,0.85,0.06,81.11,215.0 mg,0.0,16.17 g,0.0 g,0.0 mg,Indulgent
170514,"Peas and onions, frozen, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,45.0,2.54,8.63,0.2,0.0 mg,2.2,88.18 g,0.0 g,6.9 mg,Balanced
168477,"Succotash, (corn and limas), cooked, boiled, drained, without salt",Vegetables and Vegetable Products,115.0,5.07,24.38,0.8,0.0 mg,4.5,68.37 g,,8.2 mg,Balanced
169243,"Mushrooms, portabella, grilled",Vegetables and Vegetable Products,29.0,3.28,4.44,0.58,0.0 mg,2.2,90.66 g,0.0 g,0.0 mg,Balanced
172983,"Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice",Breakfast Cereals,346.0,6.07,86.4,1.12,0.0 mg,0.4,3.4 g,0.0 g,18.2 mg,Indulgent
175078,"Artificial Blueberry Muffin Mix, dry",Baked Products,407.0,4.7,77.45,8.7,,,6.4 g,,,Indulgent
170136,"Taro, tahitian, cooked, with salt",Vegetables and Vegetable Products,44.0,4.16,6.85,0.68,0.0 mg,,86.46 g,,38.0 mg,Balanced
175067,"Taco shells, baked, without added salt",Baked Products,468.0,7.2,62.4,22.6,0.0 mg,7.5,6.0 g,,0.0 mg,Indulgent
172242,"Seasoning mix, dry, sazon, coriander & annatto",Spices and Herbs,0.0,0.0,0.0,0.0,0.0 mg,0.0,0.2 g,,0.0 mg,Indulgent
170543,"Taro, cooked, with salt",Vegetables and Vegetable Products,142.0,0.52,34.6,0.11,0.0 mg,5.1,63.8 g,0.0 g,5.0 mg,Balanced
169307,"Sweet potato, frozen, cooked, baked, without salt",Vegetables and Vegetable Products,100.0,1.71,23.4,0.12,0.0 mg,1.8,73.7 g,0.0 g,9.1 mg,Balanced
170188,"Seeds, pumpkin and squash seeds, whole, roasted, without salt",Nut and Seed Products,446.0,18.55,53.75,19.4,0.0 mg,18.4,4.5 g,,0.3 mg,Indulgent
172375,"Chicken, broilers or fryers, drumstick, meat only, cooked, fried",Poultry Products,195.0,28.62,0.0,8.08,94.0 mg,0.0,62.24 g,0.0 g,0.0 mg,Balanced
174156,"Beverages, tea, herb, brewed, chamomile",Beverages,1.0,0.0,0.2,0.0,0.0 mg,0.0,99.7 g,0.0 g,0.0 mg,Indulgent
168598,"Nuts, macadamia nuts, dry roasted, with salt added",Nut and Seed Products,716.0,7.79,12.83,76.08,0.0 mg,8.0,1.61 g,0.0 g,0.7 mg,Indulgent
170948,"Babyfood, fruit, applesauce and apricots, junior",Baby Foods,47.0,0.2,12.4,0.2,0.0 mg,1.8,86.9 g,0.0 g,17.9 mg,Balanced
171767,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,139.0,21.94,0.0,5.74,61.0 mg,0.0,72.44 g,0.0 g,0.0 mg,Balanced
169996,"Collards, frozen, chopped, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,36.0,2.97,7.1,0.41,0.0 mg,2.8,88.47 g,0.0 g,26.4 mg,Nourishing
168539,"Corn, sweet, white, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,97.0,3.34,21.71,1.41,0.0 mg,2.7,72.84 g,0.0 g,6.2 mg,Balanced
173571,"Fat, turkey",Fats and Oils,900.0,0.0,0.0,99.8,102.0 mg,0.0,0.2 g,0.0 g,0.0 mg,Indulgent
174359,"Lamb, variety meats and by-products, lungs, raw","Lamb, Veal, and Game Products",95.0,16.7,0.0,2.6,,0.0,79.7 g,,31.0 mg,Nourishing
171243,"Cheese, limburger",Dairy and Egg Products,327.0,20.05,0.49,27.25,90.0 mg,0.0,48.42 g,0.0 g,0.0 mg,Indulgent
172016,"Wheat flour, white (industrial), 9% protein, bleached, enriched",Cereal Grains and Pasta,367.0,8.89,77.32,1.43,0.0 mg,,11.85 g,0.0 g,0.0 mg,Indulgent
173073,"Beef, New Zealand, imported, brisket point end, separable lean only, cooked, braised",Beef Products,202.0,34.51,0.0,7.05,95.0 mg,0.0,58.64 g,0.0 g,0.0 mg,Balanced
168513,"Brussels sprouts, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,36.0,2.55,7.1,0.5,0.0 mg,2.6,88.9 g,0.0 g,62.0 mg,Nourishing
168712,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,164.0,22.18,0.0,7.68,68.0 mg,0.0,69.29 g,0.0 g,0.0 mg,Balanced
173934,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",Fruits and Fruit Juices,166.0,0.51,41.0,0.37,0.0 mg,0.4,57.0 g,0.0 g,2.1 mg,Indulgent
169998,"Corn, sweet, yellow, raw",Vegetables and Vegetable Products,86.0,3.27,18.7,1.35,0.0 mg,2.0,76.05 g,0.0 g,6.8 mg,Balanced
171345,"Babyfood, fruit, apple and raspberry, strained",Baby Foods,58.0,0.2,15.6,0.2,0.0 mg,2.1,83.8 g,0.0 g,26.8 mg,Balanced
171368,"Babyfood, cookie, baby, fruit",Baby Foods,435.0,6.8,73.7,12.6,4.0 mg,3.4,5.7 g,0.0 g,1.5 mg,Indulgent
171005,"Salad dressing, russian dressing",Fats and Oils,355.0,0.69,31.9,26.18,0.0 mg,0.7,38.53 g,0.0 g,6.0 mg,Indulgent
169644,"Candies, MARS SNACKFOOD US, POP'ABLES MILKY WAY Brand Bite Size Candies",Sweets,463.0,3.3,71.85,18.0,11.0 mg,1.0,5.78 g,,0.6 mg,Indulgent
170322,"WENDY'S, CLASSIC SINGLE Hamburger, with cheese",Fast Foods,221.0,14.87,14.2,11.6,38.0 mg,1.4,57.5 g,,0.5 mg,Balanced
173717,"Fish, trout, rainbow, farmed, raw",Finfish and Shellfish Products,141.0,19.94,0.0,6.18,59.0 mg,0.0,73.8 g,0.0 g,2.9 mg,Balanced
170706,"Fast foods, submarine sandwich, turkey breast on white bread with lettuce and tomato",Fast Foods,147.0,9.12,22.42,2.31,10.0 mg,1.3,64.33 g,0.0 g,1.2 mg,Balanced
173001,"Cereals ready-to-eat, MALT-O-MEAL, Fruity DYNO-BITES",Breakfast Cereals,404.0,3.9,90.1,3.15,1.0 mg,1.0,1.2 g,0.0 g,1.0 mg,Indulgent
167740,"Puddings, chocolate flavor, low calorie, regular, dry mix",Sweets,365.0,10.08,74.42,3.0,0.0 mg,10.1,6.8 g,0.0 g,0.0 mg,Indulgent
175293,"Bison, ground, grass-fed, raw","Lamb, Veal, and Game Products",146.0,20.23,0.05,7.21,55.0 mg,0.0,71.59 g,0.0 g,0.0 mg,Balanced
168478,"Succotash, (corn and limas), canned, with cream style corn",Vegetables and Vegetable Products,77.0,2.64,17.61,0.54,0.0 mg,3.0,78.17 g,,6.4 mg,Nourishing
171826,"Sauce, tartar, ready-to-serve","Soups, Sauces, and Gravies",211.0,1.0,13.3,16.7,7.0 mg,0.5,67.0 g,0.0 g,2.3 mg,Indulgent
171338,"Babyfood, fruit, pears, strained",Baby Foods,42.0,0.3,10.8,0.2,0.0 mg,2.8,88.4 g,0.0 g,24.5 mg,Nourishing
174700,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,169.0,20.05,1.15,9.39,63.0 mg,0.0,68.53 g,0.0 g,0.0 mg,Balanced
170909,"Yogurt, Greek, 2% fat, pineapple, CHOBANI",Dairy and Egg Products,94.0,7.05,12.27,1.82,9.0 mg,0.7,78.3 g,,2.2 mg,Nourishing
173946,"Blackberries, raw",Fruits and Fruit Juices,43.0,1.39,9.61,0.49,0.0 mg,5.3,88.15 g,0.0 g,21.0 mg,Nourishing
169122,"Pears, dried, sulfured, stewed, without added sugar",Fruits and Fruit Juices,127.0,0.91,33.81,0.31,0.0 mg,6.4,64.44 g,0.0 g,4.0 mg,Balanced
169070,"Alcoholic beverage, wine, cooking",Beverages,50.0,0.5,6.3,0.0,0.0 mg,0.0,88.9 g,3.3 g,0.0 mg,Indulgent
168384,"Alfalfa seeds, sprouted, raw",Vegetables and Vegetable Products,23.0,3.99,2.1,0.69,0.0 mg,1.9,92.82 g,0.0 g,8.2 mg,Balanced
171435,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",Fats and Oils,717.0,0.16,0.7,80.71,0.0 mg,0.0,16.52 g,0.0 g,0.2 mg,Indulgent
168489,"Taro shoots, raw",Vegetables and Vegetable Products,11.0,0.92,2.32,0.09,0.0 mg,,95.82 g,,21.0 mg,Balanced
169871,"Babyfood, carrots, toddler",Baby Foods,21.0,0.6,5.23,0.3,0.0 mg,2.3,93.5 g,0.0 g,0.7 mg,Balanced
171456,"Chicken, gizzard, all classes, raw",Poultry Products,94.0,17.66,0.0,2.06,240.0 mg,0.0,79.33 g,0.0 g,3.7 mg,Nourishing
170161,"Nuts, beechnuts, dried",Nut and Seed Products,576.0,6.2,33.5,50.0,0.0 mg,,6.6 g,,15.5 mg,Indulgent
170865,"Dessert topping, powdered",Dairy and Egg Products,577.0,4.9,52.54,39.92,0.0 mg,0.0,1.47 g,0.0 g,0.0 mg,Indulgent
172456,"Soymilk, original and vanilla, with added calcium, vitamins A and D",Legumes and Legume Products,43.0,2.6,4.92,1.47,0.0 mg,0.2,90.36 g,0.0 g,0.0 mg,Balanced
173429,"Egg substitute, powder",Dairy and Egg Products,444.0,55.5,21.8,13.0,572.0 mg,0.0,3.86 g,0.0 g,0.8 mg,Balanced
175170,"Crustaceans, crayfish, mixed species, farmed, cooked, moist heat",Finfish and Shellfish Products,87.0,17.52,0.0,1.3,137.0 mg,0.0,80.8 g,,0.5 mg,Nourishing
172698,"Cake, white, prepared from recipe with coconut frosting",Baked Products,356.0,4.4,63.2,10.3,1.0 mg,1.0,20.7 g,0.0 g,0.1 mg,Indulgent
174462,"Lamb, New Zealand, imported, loin saddle, separable lean and fat, cooked, fast roasted","Lamb, Veal, and Game Products",274.0,21.13,0.1,20.98,76.0 mg,0.0,58.22 g,0.0 g,0.0 mg,Indulgent
171093,"Turkey, all classes, breast, meat and skin, raw",Poultry Products,157.0,21.89,0.0,7.02,65.0 mg,0.0,70.05 g,,0.0 mg,Balanced
175136,"Fish, salmon, coho, wild, raw",Finfish and Shellfish Products,146.0,21.62,0.0,5.93,45.0 mg,0.0,72.66 g,0.0 g,1.0 mg,Balanced
172943,"Honey roll sausage, beef",Sausages and Luncheon Meats,182.0,18.58,2.18,10.5,50.0 mg,0.0,64.78 g,0.0 g,0.0 mg,Balanced
167583,"Candies, TWIZZLERS Strawberry Twists Candy",Sweets,348.0,2.56,79.16,2.32,0.0 mg,0.0,15.0 g,,0.0 mg,Indulgent
170506,"New zealand spinach, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,12.0,1.3,2.13,0.17,0.0 mg,1.4,94.8 g,0.0 g,16.0 mg,Indulgent
175113,"Carbonated beverage, low calorie, other than cola or pepper, with sodium saccharin, without caffeine",Beverages,0.0,0.0,0.1,0.0,0.0 mg,0.0,99.8 g,,0.0 mg,Indulgent
173895,"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS",Breakfast Cereals,385.0,3.32,90.59,0.35,0.0 mg,1.9,2.5 g,0.0 g,48.4 mg,Indulgent
168368,"Pork, loin, leg cap steak, boneless, separable lean and fat, cooked, broiled",Pork Products,158.0,27.57,0.0,4.41,81.0 mg,0.0,68.72 g,0.0 g,0.0 mg,Balanced
174747,"Beef, New Zealand, imported, flat, separable lean and fat, cooked, braised",Beef Products,252.0,31.86,0.0,13.79,92.0 mg,0.0,54.29 g,0.0 g,0.0 mg,Balanced
174963,"Cookies, oatmeal, with raisins",Baked Products,441.0,5.86,68.95,15.76,,3.3,7.98 g,,,Indulgent
168671,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",Beef Products,359.0,26.37,0.0,27.26,103.0 mg,0.0,46.32 g,0.0 g,0.0 mg,Indulgent
173080,"Beef, New Zealand, imported, flat, separable lean only, raw",Beef Products,154.0,21.3,0.0,7.69,55.0 mg,0.0,70.81 g,0.0 g,0.0 mg,Balanced
173818,"Veal, leg (top round), separable lean and fat, cooked, braised","Lamb, Veal, and Game Products",211.0,36.16,0.0,6.33,134.0 mg,0.0,55.49 g,0.0 g,0.0 mg,Balanced
172457,"Peanut spread, reduced sugar",Legumes and Legume Products,650.0,24.8,14.23,54.89,0.0 mg,7.8,1.93 g,0.0 g,0.0 mg,Indulgent
169284,"Soybeans, mature seeds, sprouted, raw",Vegetables and Vegetable Products,122.0,13.09,9.57,6.7,0.0 mg,1.1,69.05 g,,15.3 mg,Balanced
172627,"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean only, cooked, slow roasted","Lamb, Veal, and Game Products",199.0,25.14,0.0,10.91,79.0 mg,0.0,64.22 g,0.0 g,0.0 mg,Balanced
170601,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, choice, cooked, braised",Beef Products,212.0,32.62,0.0,8.07,99.0 mg,0.0,59.18 g,0.0 g,0.0 mg,Balanced
169677,"Snacks, potato chips, plain, salted",Snacks,532.0,6.39,53.83,33.98,0.0 mg,3.1,1.86 g,0.0 g,21.6 mg,Indulgent
171800,"Beef, ground, 80% lean meat / 20% fat, loaf, cooked, baked",Beef Products,254.0,25.25,0.0,16.17,88.0 mg,0.0,57.7 g,0.0 g,0.0 mg,Indulgent
167854,"Pork, fresh, spareribs, separable lean and fat, cooked, braised",Pork Products,397.0,29.06,0.0,30.3,121.0 mg,0.0,40.42 g,0.0 g,0.0 mg,Indulgent
168911,"Spaghetti, spinach, dry",Cereal Grains and Pasta,372.0,13.35,74.81,1.57,0.0 mg,10.6,8.34 g,0.0 g,0.0 mg,Indulgent
169540,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Beef Products,237.0,19.32,0.0,17.1,82.0 mg,0.0,61.49 g,0.0 g,0.0 mg,Indulgent
175158,"Fish, tuna, white, canned in water, drained solids",Finfish and Shellfish Products,128.0,23.62,0.0,2.97,42.0 mg,0.0,73.19 g,0.0 g,0.0 mg,Nourishing
169901,"Cheese, american cheddar, imitation",Dairy and Egg Products,239.0,16.7,11.6,14.0,36.0 mg,0.0,53.1 g,0.0 g,0.0 mg,Balanced
174418,"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, braised","Lamb, Veal, and Game Products",311.0,29.7,0.0,20.38,106.0 mg,,51.03 g,,,Indulgent
173656,"Beverages, water, bottled, non-carbonated, PEPSI, AQUAFINA",Beverages,0.0,0.0,0.0,0.0,,,99.97 g,,,Balanced
170576,"Nuts, chestnuts, european, dried, unpeeled",Nut and Seed Products,374.0,6.39,77.31,4.45,0.0 mg,11.7,9.45 g,0.0 g,15.0 mg,Indulgent
172831,"Ruffed Grouse, breast meat, skinless, raw",Poultry Products,112.0,25.94,0.0,0.88,40.0 mg,0.0,72.93 g,0.0 g,0.0 mg,Nourishing
173478,"Babyfood, juice treats, fruit medley, toddler",Baby Foods,347.0,0.0,86.68,0.02,0.0 mg,0.0,12.89 g,0.0 g,8.0 mg,Indulgent
174466,"Chicken, capons, giblets, cooked, simmered",Poultry Products,164.0,26.39,0.76,5.4,434.0 mg,0.0,66.54 g,,9.0 mg,Balanced
168329,"Pork, cured, ham -- water added, slice, boneless, separable lean only, heated, pan-broil",Pork Products,119.0,18.82,1.75,4.09,54.0 mg,0.0,72.06 g,0.0 g,0.0 mg,Balanced
170711,"SUBWAY, turkey breast sub on white bread with lettuce and tomato",Fast Foods,147.0,9.12,22.42,2.31,10.0 mg,1.3,64.33 g,,1.2 mg,Balanced
171550,"Soup, minestrone, canned, chunky, ready-to-serve","Soups, Sauces, and Gravies",53.0,2.13,8.64,1.17,2.0 mg,2.4,86.72 g,0.0 g,2.0 mg,Balanced
167727,"Beverages, ABBOTT, ENSURE PLUS, ready-to-drink",Beverages,141.0,5.16,19.88,4.52,2.0 mg,0.0,69.84 g,0.0 g,11.9 mg,Balanced
171591,"Soup, tomato, low sodium, with water","Soups, Sauces, and Gravies",30.0,0.79,6.57,0.28,0.0 mg,0.6,91.38 g,0.0 g,6.3 mg,Indulgent
168166,"Raisins, seeded",Fruits and Fruit Juices,296.0,2.52,78.47,0.54,0.0 mg,6.8,16.57 g,0.0 g,5.4 mg,Indulgent
170027,"Potatoes, russet, flesh and skin, raw (Includes foods for USDA's Food Distribution Program)",Vegetables and Vegetable Products,79.0,2.14,18.07,0.08,0.0 mg,1.3,78.58 g,,5.7 mg,Balanced
168276,"Pork, fresh, variety meats and by-products, tongue, cooked, braised",Pork Products,271.0,24.1,0.0,18.6,146.0 mg,0.0,56.9 g,,1.7 mg,Indulgent
168444,"Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased",Vegetables and Vegetable Products,130.0,2.19,23.51,3.39,0.0 mg,1.9,69.29 g,0.0 g,18.4 mg,Balanced
172947,"Oscar Mayer, Salami (hard)",Sausages and Luncheon Meats,368.0,25.9,1.6,28.7,97.0 mg,0.0,38.25 g,0.0 g,0.0 mg,Indulgent
173095,"Beef, New Zealand, imported, variety meats and by-products, tripe cooked, boiled",Beef Products,103.0,19.0,0.0,2.98,199.0 mg,0.0,77.71 g,0.0 g,0.0 mg,Nourishing
170894,"Yogurt, Greek, plain, nonfat (Includes foods for USDA's Food Distribution Program)",Dairy and Egg Products,59.0,10.19,3.6,0.39,5.0 mg,0.0,85.1 g,0.0 g,0.0 mg,Nourishing
175115,"Beverages, fruit punch-flavor drink, powder, without added sodium, prepared with water",Beverages,37.0,0.0,9.47,0.01,0.0 mg,0.0,90.35 g,0.0 g,11.8 mg,Indulgent
170234,"Beef, round, top round, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",Beef Products,200.0,35.62,0.0,5.33,90.0 mg,0.0,58.49 g,0.0 g,0.0 mg,Balanced
173503,"Babyfood, dinner, macaroni and cheese, strained",Baby Foods,67.0,3.14,8.95,2.11,7.0 mg,0.7,85.25 g,0.0 g,0.1 mg,Balanced
174789,"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, Harvest Cheddar flavor",Snacks,491.0,8.08,64.7,22.22,0.0 mg,8.1,2.5 g,0.0 g,0.9 mg,Indulgent
172969,"Scrapple, pork",Sausages and Luncheon Meats,213.0,8.06,14.06,13.87,49.0 mg,0.3,62.47 g,0.0 g,2.5 mg,Balanced
171392,"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, with iron, 20 calories, ready-to-feed",Baby Foods,63.0,2.2,6.2,3.3,5.0 mg,0.0,87.78 g,0.0 g,13.1 mg,Balanced
167701,"Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar",Sweets,443.0,3.2,71.22,17.5,10.0 mg,2.9,7.2 g,0.0 g,0.2 mg,Indulgent
174980,"Crackers, milk",Baked Products,446.0,7.6,71.73,13.77,11.0 mg,3.4,4.7 g,0.0 g,0.2 mg,Indulgent
173435,"Cheese, goat, soft type",Dairy and Egg Products,264.0,18.52,0.0,21.08,46.0 mg,0.0,60.75 g,0.0 g,0.0 mg,Indulgent
169972,"Brussels sprouts, frozen, unprepared",Vegetables and Vegetable Products,41.0,3.78,7.86,0.41,0.0 mg,3.8,87.07 g,0.0 g,74.1 mg,Nourishing
168685,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, raw",Beef Products,367.0,15.77,0.0,33.26,73.0 mg,0.0,50.4 g,,0.0 mg,Indulgent
168794,"Desserts, rennin, tablets, unsweetened",Sweets,84.0,1.0,19.8,0.1,0.0 mg,0.0,6.5 g,0.0 g,0.0 mg,Indulgent
170979,"Babyfood, dessert, cherry vanilla pudding, strained",Baby Foods,68.0,0.2,17.8,0.3,10.0 mg,0.3,81.5 g,0.0 g,1.1 mg,Indulgent
167876,"Pork, cured, ham, whole, separable lean only, unheated",Pork Products,147.0,22.32,0.05,5.71,52.0 mg,0.0,68.26 g,0.0 g,0.0 mg,Balanced
170250,"Snacks, rice cakes, brown rice, plain, unsalted",Snacks,387.0,8.2,81.5,2.8,0.0 mg,4.2,5.8 g,0.0 g,0.0 mg,Indulgent
172669,"Biscuits, plain or buttermilk, refrigerated dough, higher fat, baked",Baked Products,324.0,6.79,49.05,11.22,0.0 mg,2.8,29.69 g,0.0 g,0.0 mg,Indulgent
174985,"Crackers, wheat, regular",Baked Products,455.0,7.3,70.73,16.4,0.0 mg,6.9,2.75 g,0.0 g,0.0 mg,Indulgent
172179,"Cheese, cottage, creamed, large or small curd",Dairy and Egg Products,98.0,11.12,3.38,4.3,17.0 mg,0.0,79.79 g,0.0 g,0.0 mg,Balanced
170081,"Radishes, white icicle, raw",Vegetables and Vegetable Products,14.0,1.1,2.63,0.1,0.0 mg,1.4,95.37 g,,29.0 mg,Indulgent
170339,"KFC, biscuit",Fast Foods,358.0,7.5,43.55,17.05,1.0 mg,2.0,28.4 g,,,Indulgent
174457,"Lamb, New Zealand, imported, loin chop, separable lean only, cooked, fast fried","Lamb, Veal, and Game Products",208.0,27.43,0.41,10.7,85.0 mg,0.0,60.21 g,0.0 g,0.0 mg,Balanced
168382,"Bacon, pre-sliced, reduced/low sodium, unprepared",Pork Products,407.0,12.53,0.83,39.27,,0.0,45.01 g,0.0 g,0.0 mg,Indulgent
168089,"Imitation cheese, american or cheddar, low cholesterol",Dairy and Egg Products,390.0,25.0,1.0,32.0,15.0 mg,0.0,38.0 g,0.0 g,0.0 mg,Indulgent
174067,"Sauce, cocktail, ready-to-serve","Soups, Sauces, and Gravies",128.0,1.36,28.22,1.05,0.0 mg,1.8,65.67 g,0.0 g,11.6 mg,Balanced
169010,"APPLEBEE'S, KRAFT, Macaroni & Cheese, from kid's menu",Restaurant Foods,143.0,5.01,21.08,4.34,7.0 mg,1.3,68.28 g,,,Balanced
167984,"Candies, SYMPHONY Milk Chocolate Bar",Sweets,531.0,8.51,58.01,30.57,24.0 mg,1.7,0.94 g,,2.2 mg,Indulgent
171012,"Oil, soybean, salad or cooking, (partially hydrogenated)",Fats and Oils,884.0,0.0,0.0,100.0,0.0 mg,0.0,0.0 g,0.0 g,0.0 mg,Indulgent
167871,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",Pork Products,145.0,20.93,1.5,5.53,53.0 mg,0.0,67.67 g,0.0 g,0.0 mg,Balanced
172261,"Babyfood, dinner, beef with vegetables",Baby Foods,96.0,2.03,6.36,6.93,12.0 mg,1.8,84.3 g,0.0 g,0.0 mg,Balanced
168666,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Beef Products,277.0,17.94,0.0,22.18,92.0 mg,0.0,59.07 g,0.0 g,0.0 mg,Indulgent
168304,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, broiled",Pork Products,216.0,29.46,0.0,10.05,81.0 mg,0.0,56.95 g,,0.3 mg,Balanced
174841,"Alcoholic beverage, wine, table, white, Pinot Gris (Grigio)",Beverages,83.0,0.07,2.06,0.0,,,86.98 g,10.7 g,,Balanced
173915,"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, with salt",Breakfast Cereals,50.0,1.46,10.66,0.21,0.0 mg,0.5,87.14 g,0.0 g,0.0 mg,Indulgent
168388,"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,45.0,3.11,9.18,0.5,0.0 mg,4.6,86.5 g,0.0 g,5.0 mg,Nourishing
167815,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",Pork Products,209.0,27.03,0.0,10.32,85.0 mg,0.0,61.92 g,0.0 g,0.0 mg,Balanced
